Hold .,Hold t,Hold i,Hold e,Hold Shift,Hold 5,Hold Shift,Hold Caps,Hold r,Hold o,Hold a,Hold n,Hold l,Hold Enter,DD ..t,DD t.i,DD i.e,DD e.Shift,DD Shift.5,DD 5.Shift,DD Shift.Caps,DD Caps.r,DD r.o,DD o.a,DD a.n,DD n.l,DD l.Enter,UD ..t,UD t.i,UD i.e,UD e.Shift,UD Shift.5,UD 5.Shift,UD Shift.Caps,UD Caps.r,UD r.o,UD o.a,UD a.n,UD n.l,UD l.Enter,Pressure .,Pressure t,Pressure i,Pressure e,Pressure Shift,Pressure 5,Pressure Shift,Pressure Caps,Pressure r,Pressure o,Pressure a,Pressure n,Pressure l,Pressure Enter,Size .,Size t,Size i,Size e,Size Shift,Size 5,Size Shift,Size Caps,Size r,Size o,Size a,Size n,Size l,Size Enter,AvH,AvP,AvA,Subject
108,94,87,92,113,63,97,83,67,74,97,67,56,83,233,168,104,305,394,71,304,119,414,127,113,208,357,125,74,17,213,281,8,207,36,347,53,16,141,301,0.105600007,0.523200035,0.168000013,0.422400028,0.37440002,0.177600011,0.355200022,0.648000002,0.172800004,0.460800022,0.206400007,0.18720001,0.307200015,0.235200018,0.290322572,0.290322572,0.387096763,0.258064508,0.387096763,0.354838699,0.516129017,0.290322572,0.387096763,0.419354826,0.387096763,0.387096763,0.419354826,0.45161289,84.35714286,0.310285729,0.373271878,38
72,95,56,110,116,75,114,100,87,77,123,68,64,71,170,183,66,385,430,85,285,166,401,131,139,204,465,98,88,10,275,314,10,171,66,314,54,16,136,401,0.168000013,0.144000009,0.787200034,0.182400003,0.700800061,0.624000013,0.13440001,0.235200018,0.652800024,0.18720001,0.336000025,0.158400014,0.283200026,0.192000002,0.387096763,0.258064508,0.548387051,0.419354826,0.322580636,0.354838699,0.322580636,0.322580636,0.387096763,0.354838699,0.322580636,0.387096763,0.322580636,0.354838699,87.71428571,0.34182859,0.361751139,38
101,86,91,118,105,108,99,79,73,118,93,93,83,91,322,171,122,324,597,338,772,361,212,171,260,203,317,221,85,31,206,492,230,673,282,139,53,167,110,234,0.086400002,0.398400009,0.556800008,0.26880002,0.427200019,0.417600006,0.77760005,0.120000005,0.120000005,0.283200026,0.110400006,0.139200002,0.576000035,0.393600017,0.290322572,0.225806445,0.419354826,0.290322572,0.354838699,0.290322572,0.548387051,0.322580636,0.225806445,0.580645144,0.354838699,0.258064508,0.45161289,0.354838699,95.57142857,0.333942872,0.354838697,39
127,111,77,83,101,75,105,103,65,96,88,93,71,81,505,196,86,313,568,330,492,347,213,105,171,210,296,378,85,9,230,467,255,387,244,148,9,83,117,225,0.288000017,0.432000011,0.24000001,0.384000003,0.475200027,0.316800028,0.302400023,0.37440002,0.312000006,0.249600008,0.340800017,0.32160002,0.460800022,0.739200056,0.354838699,0.225806445,0.483870953,0.387096763,0.419354826,0.193548381,0.483870953,0.258064508,0.193548381,0.45161289,0.322580636,0.258064508,0.290322572,0.483870953,91.14285714,0.374057162,0.343317962,39
108,78,69,108,117,98,111,81,83,91,101,100,85,104,367,191,78,420,559,261,524,406,320,143,122,217,345,259,113,9,312,442,163,413,325,237,52,21,117,260,0.067200005,0.45600003,0.302400023,0.206400007,0.475200027,0.504000008,0.326400012,0.451200008,0.120000005,0.244800016,0.105600007,0.350400031,0.436800033,0.273600012,0.225806445,0.354838699,0.483870953,0.419354826,0.483870953,0.290322572,0.387096763,0.354838699,0.290322572,0.45161289,0.354838699,0.258064508,0.354838699,0.290322572,95.28571429,0.308571445,0.357142846,39
119,92,110,70,108,92,101,84,90,128,115,90,100,102,404,167,133,1132,637,197,928,457,335,149,136,195,361,285,75,23,1062,529,105,827,373,245,21,21,105,261,0.081600003,0.556800008,0.484800011,0.691200018,0.37440002,0.360000014,0.705600023,0.115200005,0.120000005,0.302400023,0.64320004,0.192000002,0.364800006,0.614400029,0.290322572,0.419354826,0.419354826,0.483870953,0.387096763,0.225806445,0.45161289,0.290322572,0.225806445,0.580645144,0.483870953,0.322580636,0.290322572,0.483870953,100.0714286,0.400457158,0.382488468,39
107,91,57,83,109,99,117,89,93,94,99,98,90,91,395,233,66,993,711,283,409,438,210,104,122,196,308,288,142,9,910,602,184,292,349,117,10,23,98,218,0.340800017,0.18720001,0.614400029,0.211200014,0.254400015,0.091200002,0.811200023,0.115200005,0.120000005,0.619200051,0.460800022,0.201600015,0.436800033,0.163200006,0.258064508,0.387096763,0.387096763,0.193548381,0.354838699,0.258064508,0.516129017,0.225806445,0.225806445,0.483870953,0.45161289,0.193548381,0.354838699,0.322580636,94.07142857,0.330514303,0.329493078,39
127,92,83,100,93,110,74,108,81,84,73,92,79,117,398,202,91,480,795,395,626,588,574,124,113,200,349,271,110,8,380,702,285,552,480,493,40,40,108,270,0.355200022,0.729600012,0.480000019,0.148800001,0.201600015,0.129600003,0.672000051,0.105600007,0.13440001,0.489600033,0.091200002,0.148800001,0.494400024,0.216000006,0.387096763,0.483870953,0.354838699,0.354838699,0.354838699,0.258064508,0.580645144,0.193548381,0.258064508,0.419354826,0.290322572,0.290322572,0.387096763,0.483870953,93.78571429,0.314057158,0.364055289,39
111,109,92,69,101,96,80,80,75,101,92,64,64,53,342,153,157,312,575,246,425,449,343,121,133,184,545,231,44,65,243,474,150,345,369,268,20,41,120,481,0.220800012,0.129600003,0.24000001,0.172800004,0.13440001,0.091200002,0.302400023,0.110400006,0.316800028,0.249600008,0.436800033,0.168000013,0.211200014,0.100800008,0.322580636,0.258064508,0.516129017,0.290322572,0.258064508,0.225806445,0.548387051,0.193548381,0.290322572,0.483870953,0.419354826,0.258064508,0.419354826,0.290322572,84.78571429,0.206057155,0.341013813,39
81,65,94,82,100,99,81,70,79,100,89,92,100,91,370,194,123,296,479,186,439,441,168,142,119,196,359,289,129,29,214,379,87,358,371,89,42,30,104,259,0.076800004,0.153600007,0.326400012,0.316800028,0.451200008,0.139200002,0.235200018,0.278400004,0.115200005,0.64320004,0.451200008,0.148800001,0.427200019,0.412800014,0.290322572,0.354838699,0.45161289,0.290322572,0.322580636,0.290322572,0.483870953,0.225806445,0.290322572,0.516129017,0.45161289,0.258064508,0.354838699,0.45161289,87.35714286,0.298285726,0.359446994,39
109,86,76,85,110,86,92,97,83,109,118,101,92,82,404,159,95,313,588,243,658,403,146,118,134,174,359,295,73,19,228,478,157,566,306,63,9,16,73,267,0.105600007,0.585600019,0.648000002,0.676800013,0.527999997,0.412800014,0.302400023,0.115200005,0.307200015,0.609600008,0.489600033,0.225600004,0.158400014,0.196800008,0.322580636,0.354838699,0.483870953,0.419354826,0.387096763,0.290322572,0.580645144,0.354838699,0.193548381,0.419354826,0.387096763,0.225806445,0.322580636,0.483870953,94.71428571,0.38297144,0.373271878,39
109,117,76,49,108,99,89,118,87,98,84,99,99,98,384,206,92,365,470,206,985,380,155,130,135,187,339,275,89,16,316,362,107,896,262,68,32,51,88,240,0.340800017,0.436800033,0.580800056,0.096000001,0.259200007,0.129600003,0.585600019,0.144000009,0.110400006,0.302400023,0.244800016,0.182400003,0.436800033,0.441600025,0.354838699,0.258064508,0.354838699,0.225806445,0.258064508,0.322580636,0.322580636,0.322580636,0.225806445,0.580645144,0.516129017,0.258064508,0.322580636,0.419354826,95,0.306514304,0.338709667,39
102,84,86,101,81,79,100,80,86,105,96,102,83,114,293,157,148,326,457,177,1039,354,133,164,148,208,565,191,73,62,225,376,98,939,274,47,59,52,106,482,0.263999999,0.422400028,0.446400017,0.13440001,0.196800008,0.13440001,0.220800012,0.120000005,0.115200005,0.480000019,0.144000009,0.086400002,0.148800001,0.585600019,0.258064508,0.322580636,0.387096763,0.258064508,0.387096763,0.258064508,0.322580636,0.193548381,0.290322572,0.45161289,0.258064508,0.258064508,0.322580636,0.419354826,92.78571429,0.249942867,0.313364046,39
138,91,107,92,100,89,138,83,74,110,109,91,90,89,483,156,140,344,584,307,397,430,277,141,215,207,603,345,65,33,252,484,218,259,347,203,31,106,116,513,0.076800004,0.787200034,0.50880003,0.336000025,0.460800022,0.120000005,0.604800045,0.446400017,0.096000001,0.278400004,0.513600051,0.360000014,0.110400006,0.513600051,0.225806445,0.516129017,0.387096763,0.290322572,0.322580636,0.354838699,0.516129017,0.322580636,0.290322572,0.419354826,0.354838699,0.258064508,0.258064508,0.45161289,100.0714286,0.372342879,0.354838699,39
68,75,81,115,95,75,71,107,68,111,97,83,72,108,377,198,173,1500,598,186,425,465,427,126,136,193,580,309,123,92,1385,503,111,354,358,359,15,39,110,508,0.076800004,0.139200002,0.364800006,0.124800004,0.100800008,0.13440001,0.302400023,0.072000004,0.110400006,0.139200002,0.172800004,0.225600004,0.619200051,0.172800004,0.290322572,0.354838699,0.322580636,0.322580636,0.258064508,0.322580636,0.419354826,0.225806445,0.258064508,0.354838699,0.387096763,0.322580636,0.419354826,0.45161289,87.57142857,0.196800009,0.33640552,39
107,80,101,86,98,94,80,85,102,100,82,93,81,106,362,207,179,590,483,158,445,437,144,131,102,201,428,255,127,78,504,385,64,365,352,42,31,20,108,347,0.139200002,0.446400017,0.422400028,0.446400017,0.129600003,0.345600009,0.302400023,0.345600009,0.096000001,0.657600045,0.254400015,0.153600007,0.172800004,0.408000022,0.290322572,0.354838699,0.387096763,0.225806445,0.322580636,0.193548381,0.580645144,0.322580636,0.290322572,0.516129017,0.419354826,0.225806445,0.258064508,0.419354826,92.5,0.308571443,0.343317962,39
91,92,92,111,112,92,80,81,84,125,73,76,105,99,373,168,100,314,504,162,440,398,164,155,200,190,716,282,76,8,203,392,70,360,317,80,30,127,114,611,0.110400006,0.172800004,0.220800012,0.144000009,0.59040004,0.148800001,0.235200018,0.115200005,0.110400006,0.220800012,0.336000025,0.144000009,0.100800008,0.609600008,0.322580636,0.387096763,0.483870953,0.258064508,0.387096763,0.258064508,0.419354826,0.258064508,0.258064508,0.419354826,0.322580636,0.258064508,0.258064508,0.483870953,93.78571429,0.232800012,0.341013815,39
91,93,102,76,104,92,71,82,84,102,93,60,107,102,309,201,135,293,489,196,368,445,987,231,172,182,350,218,108,33,217,385,104,297,363,903,129,79,122,243,0.091200002,0.388800025,0.158400014,0.144000009,0.254400015,0.470400035,0.168000013,0.13440001,0.110400006,0.192000002,0.105600007,0.086400002,0.465600014,0.523200035,0.225806445,0.290322572,0.354838699,0.322580636,0.387096763,0.322580636,0.387096763,0.258064508,0.258064508,0.354838699,0.322580636,0.193548381,0.483870953,0.322580636,89.92857143,0.235200013,0.320276488,39
102,94,91,89,110,102,63,79,82,117,89,81,97,100,352,182,109,272,953,287,283,603,485,155,141,182,412,250,88,18,183,843,185,220,524,403,38,52,101,315,0.091200002,0.302400023,0.609600008,0.355200022,0.32160002,0.144000009,0.796800017,0.100800008,0.105600007,0.120000005,0.336000025,0.13440001,0.144000009,0.662400007,0.322580636,0.45161289,0.45161289,0.258064508,0.354838699,0.354838699,0.45161289,0.193548381,0.290322572,0.258064508,0.290322572,0.258064508,0.354838699,0.516129017,92.57142857,0.301714298,0.343317962,39
100,94,95,87,87,73,80,95,114,108,74,99,91,98,370,200,111,1073,453,137,414,452,196,182,136,184,437,270,106,16,986,366,64,334,357,82,74,62,85,346,0.249600008,0.681600034,0.595200002,0.144000009,0.489600033,0.096000001,0.259200007,0.144000009,0.32160002,0.873600066,0.297600001,0.110400006,0.379200011,0.124800004,0.290322572,0.419354826,0.612903237,0.387096763,0.354838699,0.258064508,0.548387051,0.225806445,0.225806445,0.516129017,0.225806445,0.193548381,0.322580636,0.290322572,92.5,0.340457158,0.347926257,39
93,103,73,83,92,95,113,106,65,101,90,89,91,92,352,278,114,332,684,176,433,439,307,122,153,173,584,259,175,41,249,592,81,320,333,242,21,63,84,493,0.091200002,0.139200002,0.532800019,0.110400006,0.129600003,0.40320003,0.470400035,0.13440001,0.355200022,0.153600007,0.172800004,0.355200022,0.480000019,0.50880003,0.258064508,0.354838699,0.354838699,0.290322572,0.290322572,0.322580636,0.354838699,0.322580636,0.290322572,0.387096763,0.322580636,0.258064508,0.387096763,0.419354826,91.85714286,0.288342872,0.329493078,39
108,82,70,58,104,107,98,90,92,101,97,66,85,79,363,220,82,317,463,166,450,489,241,122,138,172,388,255,138,12,259,359,59,352,399,149,21,41,106,303,0.393600017,0.585600019,0.196800008,0.096000001,0.273600012,0.110400006,0.576000035,0.144000009,0.393600017,0.220800012,0.148800001,0.192000002,0.153600007,0.302400023,0.387096763,0.322580636,0.354838699,0.258064508,0.354838699,0.258064508,0.387096763,0.290322572,0.290322572,0.354838699,0.322580636,0.225806445,0.387096763,0.548387051,88.35714286,0.270514298,0.338709665,39
83,112,85,83,72,104,112,71,85,103,71,74,99,99,312,327,116,1232,407,124,371,393,197,111,131,156,373,229,215,31,1149,335,20,259,322,112,8,60,82,274,0.369600028,0.158400014,0.72480005,0.53760004,0.211200014,0.086400002,0.302400023,0.24000001,0.120000005,0.513600051,0.120000005,0.244800016,0.288000017,0.172800004,0.419354826,0.322580636,0.483870953,0.483870953,0.45161289,0.193548381,0.612903237,0.290322572,0.258064508,0.419354826,0.290322572,0.193548381,0.483870953,0.354838699,89.5,0.292114306,0.375576028,39
106,76,83,65,98,88,89,61,74,108,72,74,116,97,372,202,167,336,490,142,456,297,421,128,140,172,354,266,126,84,271,392,54,367,236,347,20,68,98,238,0.484800011,0.172800004,0.576000035,0.53760004,0.153600007,0.388800025,0.566400051,0.331200004,0.096000001,0.196800008,0.120000005,0.172800004,0.158400014,0.513600051,0.516129017,0.322580636,0.45161289,0.419354826,0.387096763,0.322580636,0.516129017,0.290322572,0.322580636,0.419354826,0.290322572,0.193548381,0.290322572,0.387096763,86.21428571,0.319200019,0.366359436,39
90,55,112,83,74,113,115,97,67,102,91,101,94,91,390,176,133,887,484,160,1094,437,127,132,111,172,652,300,121,21,804,410,47,979,340,60,30,20,71,558,0.340800017,0.45600003,0.24000001,0.364800006,0.211200014,0.120000005,0.652800024,0.177600011,0.336000025,0.163200006,0.105600007,0.13440001,0.172800004,0.302400023,0.387096763,0.322580636,0.45161289,0.387096763,0.387096763,0.258064508,0.419354826,0.290322572,0.290322572,0.387096763,0.258064508,0.258064508,0.258064508,0.516129017,91.78571429,0.269828585,0.347926257,39
93,93,102,86,116,83,97,88,87,99,100,96,113,52,357,397,195,2181,556,184,790,361,146,141,108,193,440,264,304,93,2095,440,101,693,273,59,42,8,97,327,0.388800025,0.172800004,0.302400023,0.144000009,0.192000002,0.129600003,0.13440001,0.13440001,0.105600007,0.254400015,0.436800033,0.13440001,0.595200002,0.091200002,0.354838699,0.387096763,0.612903237,0.354838699,0.419354826,0.322580636,0.290322572,0.322580636,0.225806445,0.483870953,0.290322572,0.258064508,0.580645144,0.290322572,93.21428571,0.229714297,0.370967733,39
101,94,108,93,90,92,121,89,80,91,82,98,100,100,346,239,128,368,564,506,1049,390,165,122,175,204,491,245,145,20,275,474,414,928,301,85,31,93,106,391,0.600000024,0.163200006,0.244800016,0.436800033,0.230400011,0.110400006,0.576000035,0.115200005,0.081600003,0.254400015,0.105600007,0.139200002,0.096000001,0.580800056,0.870967746,0.354838699,0.419354826,0.354838699,0.354838699,0.290322572,0.419354826,0.225806445,0.258064508,0.483870953,0.225806445,0.193548381,0.225806445,0.580645144,95.64285714,0.266742873,0.375576028,39
94,111,103,76,110,74,83,79,73,96,90,83,109,95,416,184,177,339,823,213,466,304,356,284,207,280,513,322,73,74,263,713,139,383,225,283,188,117,197,404,0.086400002,0.398400009,0.768000007,0.77760005,0.216000006,0.110400006,0.196800008,0.115200005,0.105600007,0.163200006,0.432000011,0.273600012,0.417600006,0.153600007,0.258064508,0.258064508,0.677419305,0.516129017,0.483870953,0.290322572,0.387096763,0.354838699,0.322580636,0.419354826,0.354838699,0.290322572,0.419354826,0.322580636,91.14285714,0.301028582,0.382488466,39
86,107,57,74,135,84,101,90,99,92,90,75,90,92,388,216,66,331,687,207,617,291,163,143,270,170,557,302,109,9,257,552,123,516,201,64,51,180,95,467,0.081600003,0.201600015,0.244800016,0.139200002,0.259200007,0.604800045,0.177600011,0.13440001,0.091200002,0.446400017,0.120000005,0.100800008,0.120000005,0.148800001,0.290322572,0.354838699,0.45161289,0.322580636,0.290322572,0.354838699,0.419354826,0.322580636,0.258064508,0.45161289,0.290322572,0.258064508,0.322580636,0.322580636,90.85714286,0.205028582,0.33640552,39
84,93,90,83,98,66,125,88,66,117,65,93,104,91,360,199,186,558,489,146,418,429,139,151,154,202,458,276,106,96,475,391,80,293,341,73,34,89,109,354,0.144000009,0.168000013,0.302400023,0.182400003,0.124800004,0.081600003,0.379200011,0.13440001,0.091200002,0.302400023,0.422400028,0.148800001,0.480000019,0.69600004,0.45161289,0.354838699,0.677419305,0.387096763,0.354838699,0.225806445,0.483870953,0.225806445,0.258064508,0.548387051,0.354838699,0.258064508,0.419354826,0.516129017,90.21428571,0.261257156,0.394009201,39
92,94,91,82,99,92,91,71,65,87,83,64,69,80,314,182,150,395,472,162,608,363,184,162,130,174,367,222,88,59,313,373,70,517,292,119,75,47,110,298,0.076800004,0.336000025,0.614400029,0.153600007,0.364800006,0.350400031,0.177600011,0.158400014,0.129600003,0.316800028,0.100800008,0.110400006,0.129600003,0.148800001,0.258064508,0.354838699,0.483870953,0.290322572,0.322580636,0.322580636,0.387096763,0.354838699,0.258064508,0.419354826,0.225806445,0.193548381,0.290322572,0.290322572,82.85714286,0.226285727,0.317972341,39
83,77,101,92,103,56,115,69,69,92,81,89,73,73,318,178,164,307,619,147,674,288,300,114,153,173,378,235,101,63,215,516,91,559,219,231,22,72,84,305,0.072000004,0.139200002,0.163200006,0.158400014,0.139200002,0.163200006,0.139200002,0.417600006,0.120000005,0.124800004,0.312000006,0.13440001,0.263999999,0.172800004,0.258064508,0.322580636,0.387096763,0.387096763,0.290322572,0.387096763,0.387096763,0.354838699,0.290322572,0.258064508,0.290322572,0.258064508,0.354838699,0.45161289,83.78571429,0.180000005,0.334101373,39
104,65,76,75,86,57,110,85,66,82,81,83,74,78,467,193,171,282,438,216,803,307,193,112,152,186,297,363,128,95,207,352,159,693,222,127,30,71,103,223,0.091200002,0.633600056,0.278400004,0.571200013,0.172800004,0.13440001,0.244800016,0.499200016,0.105600007,0.172800004,0.124800004,0.244800016,0.144000009,0.393600017,0.258064508,0.387096763,0.516129017,0.45161289,0.354838699,0.354838699,0.45161289,0.322580636,0.193548381,0.387096763,0.290322572,0.193548381,0.258064508,0.387096763,80.14285714,0.272228584,0.343317962,39
109,73,84,93,110,120,90,88,86,86,87,72,91,89,259,136,203,387,467,169,638,339,193,94,144,167,318,150,63,119,294,357,49,548,251,107,8,57,95,227,0.600000024,0.153600007,0.460800022,0.144000009,0.408000022,0.153600007,0.580800056,0.158400014,0.105600007,0.595200002,0.307200015,0.292800009,0.153600007,0.604800045,0.387096763,0.354838699,0.387096763,0.290322572,0.290322572,0.322580636,0.387096763,0.258064508,0.225806445,0.419354826,0.290322572,0.258064508,0.290322572,0.354838699,91.28571429,0.337028589,0.322580636,39
54,75,102,94,110,85,95,80,86,83,59,75,88,99,557,222,122,272,454,130,238,394,304,95,144,148,312,503,147,20,178,344,45,143,314,218,12,85,73,224,0.292800009,0.076800004,0.72480005,0.163200006,0.50880003,0.566400051,0.283200026,0.177600011,0.124800004,0.201600015,0.081600003,0.172800004,0.417600006,0.729600012,0.290322572,0.161290318,0.516129017,0.387096763,0.580645144,0.354838699,0.516129017,0.322580636,0.258064508,0.354838699,0.161290318,0.225806445,0.45161289,0.419354826,84.64285714,0.322971445,0.357142846,39
104,55,112,110,102,92,80,69,64,83,62,46,109,82,297,473,230,298,441,151,316,364,157,125,103,167,390,193,418,118,188,339,59,236,295,93,42,41,121,281,0.364800006,0.50880003,0.172800004,0.168000013,0.50880003,0.139200002,0.163200006,0.307200015,0.110400006,0.206400007,0.336000025,0.105600007,0.201600015,0.547200024,0.322580636,0.322580636,0.387096763,0.322580636,0.387096763,0.354838699,0.290322572,0.290322572,0.290322572,0.45161289,0.354838699,0.193548381,0.387096763,0.580645144,83.57142857,0.274285728,0.352534552,39
106,95,102,92,102,93,71,96,94,104,104,102,92,86,365,210,111,290,505,167,400,388,222,145,158,242,433,259,115,9,198,403,74,329,292,128,41,54,140,341,0.048,0.686400056,0.273600012,0.211200014,0.379200011,0.513600051,0.542400002,0.13440001,0.081600003,0.552000046,0.432000011,0.37440002,0.398400009,0.364800006,0.193548381,0.387096763,0.387096763,0.45161289,0.387096763,0.322580636,0.516129017,0.258064508,0.225806445,0.419354826,0.387096763,0.258064508,0.354838699,0.258064508,95.64285714,0.356571447,0.343317962,39
93,78,91,85,99,102,90,98,105,99,116,102,92,107,448,257,165,312,488,160,374,412,221,108,157,225,402,355,179,74,227,389,58,284,314,116,9,41,123,310,0.081600003,0.26880002,0.417600006,0.216000006,0.388800025,0.144000009,0.302400023,0.441600025,0.129600003,0.532800019,0.398400009,0.172800004,0.211200014,0.729600012,0.258064508,0.387096763,0.419354826,0.354838699,0.322580636,0.322580636,0.548387051,0.290322572,0.322580636,0.387096763,0.290322572,0.258064508,0.387096763,0.45161289,96.92857143,0.316800013,0.357142844,39
110,93,132,109,111,88,91,80,111,101,101,72,99,81,441,249,140,294,484,123,345,374,270,152,145,174,380,331,156,8,185,373,35,254,294,159,51,44,102,281,0.086400002,0.124800004,0.513600051,0.144000009,0.254400015,0.499200016,0.580800056,0.18720001,0.100800008,0.595200002,0.110400006,0.091200002,0.153600007,0.686400056,0.258064508,0.258064508,0.354838699,0.258064508,0.322580636,0.290322572,0.387096763,0.322580636,0.258064508,0.419354826,0.258064508,0.193548381,0.290322572,0.516129017,98.5,0.29485716,0.313364046,39
108,113,102,89,107,80,98,107,93,109,110,104,100,109,580,227,175,278,734,298,891,421,237,131,142,197,435,472,114,73,189,627,218,793,314,144,22,32,93,335,0.350400031,0.523200035,0.604800045,0.144000009,0.158400014,0.148800001,0.206400007,0.129600003,0.345600009,0.182400003,0.484800011,0.249600008,0.523200035,0.811200023,0.225806445,0.419354826,0.419354826,0.322580636,0.290322572,0.322580636,0.45161289,0.225806445,0.225806445,0.354838699,0.290322572,0.290322572,0.45161289,0.580645144,102.0714286,0.347314302,0.347926257,39
102,128,92,74,81,127,90,79,86,101,94,93,93,88,349,261,109,573,505,271,871,302,170,142,116,200,570,247,133,17,499,424,144,781,223,84,41,22,107,477,0.336000025,0.484800011,0.633600056,0.096000001,0.192000002,0.105600007,0.676800013,0.110400006,0.091200002,0.259200007,0.369600028,0.124800004,0.283200026,0.494400024,0.516129017,0.322580636,0.483870953,0.290322572,0.290322572,0.322580636,0.419354826,0.225806445,0.258064508,0.483870953,0.258064508,0.193548381,0.45161289,0.322580636,94.85714286,0.304114301,0.34562211,39
101,83,108,87,92,86,100,87,108,113,116,85,98,120,319,253,205,534,565,263,408,343,351,122,138,179,320,218,170,97,447,473,177,308,256,243,9,22,94,222,0.124800004,0.705600023,0.302400023,0.542400002,0.144000009,0.129600003,0.595200002,0.148800001,0.355200022,0.254400015,0.484800011,0.206400007,0.662400007,0.302400023,0.387096763,0.419354826,0.548387051,0.322580636,0.387096763,0.322580636,0.354838699,0.322580636,0.258064508,0.45161289,0.419354826,0.258064508,0.774193525,0.580645144,98.85714286,0.354171439,0.414746529,39
109,104,105,86,81,76,106,61,94,101,74,92,99,116,239,191,199,310,576,313,558,399,378,207,146,207,339,130,87,94,224,495,237,452,338,284,106,72,115,240,0.758400023,0.50880003,0.729600012,0.609600008,0.196800008,0.144000009,0.235200018,0.153600007,0.115200005,0.168000013,0.163200006,0.115200005,0.158400014,0.873600066,0.935483813,0.322580636,0.516129017,0.483870953,0.387096763,0.322580636,0.45161289,0.322580636,0.290322572,0.354838699,0.354838699,0.225806445,0.354838699,0.516129017,93.14285714,0.352114302,0.417050677,39
93,88,81,81,91,93,100,99,94,122,93,82,109,80,317,201,89,278,553,230,389,361,210,131,145,210,395,224,113,8,197,462,137,289,262,116,9,52,128,286,0.100800008,0.648000002,0.50880003,0.470400035,0.384000003,0.129600003,0.201600015,0.129600003,0.115200005,0.672000051,0.436800033,0.206400007,0.417600006,0.571200013,0.258064508,0.483870953,0.387096763,0.387096763,0.258064508,0.322580636,0.45161289,0.290322572,0.258064508,0.45161289,0.290322572,0.258064508,0.290322572,0.387096763,93.28571429,0.356571444,0.341013815,39
103,94,105,74,100,102,89,79,79,83,112,90,98,99,338,263,135,273,496,170,393,423,305,198,223,224,369,235,169,30,199,396,68,304,344,226,115,111,134,271,0.278400004,0.792000055,0.26880002,0.633600056,0.220800012,0.144000009,0.734400034,0.153600007,0.091200002,0.196800008,0.110400006,0.076800004,0.168000013,0.72480005,0.258064508,0.419354826,0.45161289,0.387096763,0.290322572,0.290322572,0.419354826,0.258064508,0.193548381,0.45161289,0.225806445,0.258064508,0.290322572,0.45161289,93.35714286,0.328114306,0.331797225,39
93,84,114,93,109,93,113,97,75,108,94,112,90,97,307,289,123,407,524,183,427,423,249,171,145,237,395,214,205,9,314,415,90,314,326,174,63,51,125,305,0.067200005,0.144000009,0.600000024,0.772800028,0.297600001,0.470400035,0.235200018,0.13440001,0.100800008,0.331200004,0.115200005,0.096000001,0.196800008,0.408000022,0.225806445,0.290322572,0.45161289,0.45161289,0.354838699,0.322580636,0.387096763,0.322580636,0.225806445,0.354838699,0.225806445,0.193548381,0.387096763,0.258064508,98,0.28354287,0.317972341,39
101,99,105,57,91,82,58,80,94,99,109,110,107,108,365,183,131,303,508,172,1396,327,287,178,161,247,647,264,84,26,246,417,90,1338,247,193,79,52,137,540,0.081600003,0.172800004,0.302400023,0.177600011,0.254400015,0.369600028,0.201600015,0.086400002,0.312000006,0.835200012,0.177600011,0.110400006,0.604800045,0.580800056,0.258064508,0.322580636,0.516129017,0.354838699,0.290322572,0.225806445,0.354838699,0.258064508,0.258064508,0.580645144,0.45161289,0.258064508,0.354838699,0.387096763,92.85714286,0.304800017,0.347926257,39
116,96,119,76,98,96,114,101,107,96,115,84,78,98,308,220,134,273,427,105,366,466,454,126,145,200,378,192,124,15,197,329,9,252,365,347,30,30,116,300,0.13440001,0.921600044,0.302400023,0.307200015,0.556800008,0.124800004,0.907200038,0.667200029,0.110400006,0.302400023,0.139200002,0.144000009,0.53760004,0.302400023,0.354838699,0.580645144,0.516129017,0.645161271,0.45161289,0.290322572,0.612903237,0.354838699,0.290322572,0.548387051,0.387096763,0.258064508,0.419354826,0.516129017,99.57142857,0.389828591,0.444700448,39
91,74,97,92,80,88,97,113,82,105,92,112,92,71,316,180,106,317,502,129,677,282,343,114,189,207,594,225,106,9,225,422,41,580,169,261,9,97,95,502,0.518400013,0.422400028,0.201600015,0.196800008,0.398400009,0.13440001,0.475200027,0.168000013,0.110400006,0.201600015,0.489600033,0.201600015,0.787200034,0.115200005,0.322580636,0.419354826,0.419354826,0.419354826,0.290322572,0.322580636,0.387096763,0.290322572,0.354838699,0.419354826,0.322580636,0.258064508,0.645161271,0.258064508,91.85714286,0.315771445,0.366359436,39
108,112,99,81,91,102,101,89,111,101,117,77,91,110,515,261,152,572,474,151,447,390,236,216,214,256,364,407,149,53,491,383,49,346,301,125,115,97,179,273,0.316800028,0.398400009,0.196800008,0.364800006,0.158400014,0.110400006,0.542400002,0.412800014,0.096000001,0.302400023,0.110400006,0.086400002,0.24000001,0.302400023,0.387096763,0.290322572,0.45161289,0.322580636,0.322580636,0.354838699,0.387096763,0.290322572,0.322580636,0.483870953,0.258064508,0.258064508,0.322580636,0.548387051,99.28571429,0.259885725,0.357142844,39
